objectid,unit_name,gis_acres,mammal_uni,bird_unit,status,descriptio,game_desig,note_,note_cont,island,linkto_isl,linktoadmi,linktoad_1,linktoad_2,st_areashape,st_lengthshape
131,Unit B,1085.16894034,B,B,Hunting Area (Mammal and Bird),Lower portion of Hilo F.R. (Laupahoehoe Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,4391522.8956237,0
132,Unit K,7577.0733333,K,K,Hunting Area (Mammal and Bird),Laupahoehoei NAR,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,30663327.8818558,0
134,Unit B,3111.62754584,B,B,Hunting Area (Mammal and Bird),Lower portion of Hilo F.R. (Piha Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,12592309.9180106,0
135,Unit A,75085.5628333,A,A,Hunting Area (Mammal and Bird),Mauna Kea F.R. & G.M.A.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,303860492.181403,0
147,Unit B,59272.1506029,B,B,Hunting Area (Mammal and Bird),"Portions of Hilo, Waiakea, Upper Waiakea, Olaa FR",Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,239865883.336735,0
148,Unit E,54763.4252692,E,E,Hunting Area (Mammal and Bird),Mauna Loa F.R. & G.M.A.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,221619719.263279,0
149,Unit E,26047.3984646,E,E,Hunting Area (Mammal and Bird),Mauna Loa F.R.& Kipuka Ainahou Nene Sanctuary,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,105410081.763086,0
139,Unit B,1545.32034082,B,B,Hunting Area (Mammal and Bird),Hilo F.R. (Kamaee Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,6253689.54589976,0
140,Unit C,1462.58322948,C,C,Hunting Area (Mammal and Bird),Upper portion of Hilo F.R. (Piha Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,5918864.33551537,0
141,Safety Zone,7002.55666382,Safety Zone,Safety Zone,Safety Zone (NO HUNTING),SAFETY ZONE,Safety Zone,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,28338341.4081823,0
142,Unit G,7267.84543864,G,G,Hunting Area (Mammal and Bird),KAOHE G.M.A.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,29411926.9903606,0
143,Unit K,144.51101483,K,K,Hunting Area (Mammal and Bird),Mauna Kea Ice Age NAR,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,584815.328490359,0
144,Unit K,3748.84771827,K,K,Hunting Area (Mammal and Bird),Mauna Kea Ice Age NAR,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,15171048.4652741,0
145,Unit E,17799.6542799,E,E,Hunting Area (Mammal and Bird),POHAKULOA TRAINING AREA,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,72032645.2392636,0
146,Unit D,36958.6893994,D,D,Hunting Area (Mammal and Bird),Hilo Restricted Watershed,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,149566509.559278,0
151,Unit H,11863.2011606,H,H,Hunting Area (Mammal and Bird),KULANI BUFFER ZONE G.M.A.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,48008671.8068153,0
158,Unit B,37275.1678815,B,B,Hunting Area (Mammal and Bird),Kapapala F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,150847252.537124,0
152,Unit K,11969.9312832,K,K,Hunting Area (Mammal and Bird),Puu Makaala NAR,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,48440593.2889447,0
153,Unit I,1211.25236814,I,I,Hunting Area (Mammal and Bird),Nanawale F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,4901764.42515234,0
155,Unit I,643.87310516,I,I,Hunting Area (Mammal and Bird),Nanawale F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,2605662.01083443,0
159,Unit K,22734.5612967,K,K,Hunting Area (Mammal and Bird),Kahaualea NAR,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,92003505.3940141,0
160,Unit D,274.49362383,D,B,Hunting Area (Mammal and Bird),Keauohana F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,1110836.28452037,0
161,Unit J,28427.7173123,No Hunting,J,Hunting Area (Bird ONLY),Kapapala Ranch Cooperative G.M.A.,Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf, ,115042890.37951,0
162,Unit B,62922.0120553,B,B,Hunting Area (Mammal and Bird),Kau F.R. & Kau F.R. (Kapapala Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,254636348.596164,0
156,Unit B,4331.55308566,B,B,Hunting Area (Mammal and Bird),Olaa F.R. (Mt. View Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,17529173.4236649,0
157,Unit I,1411.03376133,I,I,Hunting Area (Mammal and Bird),Malama-Ki F.R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,5710251.03926938,0
183,CLOSED SECTION,105.40926846,No Hunting,No Hunting,CLOSED,CLOSED SECTION,CLOSED,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,426576.175047624,0
163,Unit B,2836.53461477,B,B,Hunting Area (Mammal and Bird),S. Kona F.R. (Kukuiopae Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,11479048.3231257,0
164,Unit B,3888.32446873,B,B,Hunting Area (Mammal and Bird),S. Kona F.R. (Olelomoana Opihihali Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,15735490.8486644,0
165,Unit K,5711.65165174,K,K,Hunting Area (Mammal and Bird),Kipahoehoe NAR,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,23114234.169348,0
166,Unit K,25821.6843583,K,K,Hunting Area (Mammal and Bird),Manuka NAR,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,104496649.182638,0
167,Safety Zone,88.90679185,Safety Zone,Safety Zone,Safety Zone (NO HUNTING),SAFETY ZONE,Safety Zone,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,359793.021594869,0
168,Unit B,361.13007926,B,B,Hunting Area (Mammal and Bird),WAIAHA SPRINGS F. R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,1461441.58058374,0
169,Unit B,5859.01907796,B,B,Hunting Area (Mammal and Bird),HONUAULA F. R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,23710608.9846213,0
170,Unit B,89.28954855,B,B,Hunting Area (Mammal and Bird),WAIAHA SPRINGS F. R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,361341.983020305,0
171,Unit G,1530.03539042,No hunting,G,Hunting Area (Bird ONLY),Kaohe Restoration Area,Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf, ,6191833.54620748,0
172,Unit A,4402.91748818,No Hunting,A,Hunting Area (Bird ONLY),Puu Mali Mitigation,Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf, ,17817974.9143535,0
173,Unit I,1252.97117092,I,I,Hunting Area (Mammal and Bird),HONUAULA F. R.,Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,5070594.43013595,0
174,CLOSED SECTION,55.94906791,No Hunting,No Hunting,CLOSED,CLOSED SECTION,CLOSED,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,226417.84478842,0
175,CLOSED SECTION,16.14298676,No Hunting,No Hunting,CLOSED,CLOSED SECTION,CLOSED,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,65328.3496515143,0
176,Unit I,257.13049237,I,I,Hunting Area (Mammal and Bird),Hamakua F.R. (Honokaia Sec.),Mammal and Bird,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/BirdHuntingRegs_Chap122-02.pdf,http://dlnr.hawaii.gov/huntered/files/2013/05/MammalHuntingRegs_Chap123.pdf,1040570.1844327,0
184,CLOSED SECTION,10.98065649,No Hunting,No Hunting,CLOSED,CLOSED SECTION,CLOSED,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,44437.1402376595,0
177,CLOSED SECTION,103.339635,No Hunting,No Hunting,CLOSED,CLOSED SECTION,CLOSED,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,418200.665593367,0
178,CLOSED SECTION,40.37455385,No Hunting,No Hunting,CLOSED,CLOSED SECTION,CLOSED,"This is not an official copy of Chapters 122 & 123, Rules Regulating Game Bird and Game Mammal Hunting. The format has been changed to make it more usable by the public.",An official copy of Titlge 13 Chapters 122 & 123 should be consulted to make legal interpretations.,Hawaii,http://dlnr.hawaii.gov/recreation/hunting/hawaiiisland/,http://files.hawaii.gov/dlnr/dofaw/rules/Chap121a.pdf, , ,163390.022563265,0
